今回追加分,asset_id,current_path,category,screen,usage,recommended_w,recommended_h,,format,priority,notes,プロンプト
,icatch_spring_easter_01,/img/illustration/icatch_spring_easter_01.png,illustration,notifications|shop|events,春イベントアイキャッチ,1536,1024,1536*1024,png,high,春イベント告知やお知らせで使う横長アイキャッチ,春イベントのアイキャッチ画像をおねがいします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1536*1024で春イベント告知に使いやすい横長アイキャッチの雰囲気でお願いします
○,icon_boost_exp_20_01,/img/icon/icon_boost_exp_20_01.png,icon,shop|inventory,EXPブースト1時間アイコン,512,512,512*512,png,high,ショップと持ち物で使う1時間EXPブースト用アイコン,EXPブースト1時間アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で経験値アップを連想しやすい砂時計や星付きポーション風の雰囲気でお願いします
○,icon_boost_exp_20_03,/img/icon/icon_boost_exp_20_03.png,icon,shop|inventory,EXPブースト3時間アイコン,512,512,512*512,png,high,ショップと持ち物で使う3時間EXPブースト用アイコン,EXPブースト3時間アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で長時間の経験値アップを連想しやすい大きめの砂時計や強化薬風の雰囲気でお願いします
○,icon_boost_exp_20_1day,/img/icon/icon_boost_exp_20_1day.png,icon,shop|inventory,EXPブースト24時間アイコン,512,512,512*513,png,high,ショップと持ち物で使う3時間EXPブースト用アイコン,EXPブースト24時間アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で長時間の経験値アップを連想しやすい大きめの砂時計や強化薬風の雰囲気でお願いします
○,icon_boost_exp_20_3day,/img/icon/icon_boost_exp_20_3day.png,icon,shop|inventory,EXPブースト72時間アイコン,512,512,512*514,png,high,ショップと持ち物で使う3時間EXPブースト用アイコン,EXPブースト72時間アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは512*512で長時間の経験値アップを連想しやすい大きめの砂時計や強化薬風の雰囲気でお願いします
○,frame_starlight_01,/img/deco_frame/frame_starlight_01.png,ui_frame,shop|inventory|home,星灯りフレーム,1536,768,1536*768,png,medium,ホームのモンスター画面に重ねる横長フレーム。中央は広く抜き、濃紺と星明かりの装飾を外周に寄せる,星灯りフレームの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1536*768、ホームのモンスター画面にそのまま重ねる横長フレームとして、中央はモンスターが見えるよう広めに抜き、濃紺の夜空と星明かりの装飾を外周に寄せた上品な雰囲気でお願いします
○,icatch_spring_easter_02,/img/illustration/icatch_spring_easter_02.png,illustration,events,春イベントページ用アイキャッチ,1524,762,1524*762,png,high,イベント詳細ページのメイン表示に使う2:1の春イベントアイキャッチ,春イベントページのメインアイキャッチ画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1524*762で春イベントページ中央に映えるやさしい横長アイキャッチの雰囲気でお願いします
○,bg_library_magic_01,/img/background/bg_library_magic_01.png,background,shop|home|settings|inventory,まほう書庫の背景,1440,2560,1440*2560,png,medium,常設有料背景。魔法書と書棚が並ぶ静かな書庫,まほう書庫の背景画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1440*2560で静かな魔法書庫と灯りが並ぶ落ち着いた雰囲気でお願いします
○,icon_bundle_spring_deco_01,/img/icon/icon_bundle_spring_deco_01.png,icon,shop,春のかざりセット用アイコン,1024,1024,1024*1024,png,medium,春デコバンドル商品カード用のアイコン,春のかざりセット用アイコンの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1024*1024で花びらと小物をまとめた春デコバンドルらしい雰囲気でお願いします
○,frame_classic_gold_01,/img/deco_frame/frame_classic_gold_01.png,ui_frame,shop|inventory|home,クラシックフレーム,1536,768,1536*768,png,high,ホームのモンスター画面に重ねる基本フレーム。中央は広く抜き、外周に落ち着いた金縁と木目を配置,クラシックフレームの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1536*768、ホームのモンスター画面にそのまま重ねる横長フレームとして、中央はモンスターが見えるよう広めに抜き、外周に落ち着いた金縁と木目を配置した上品な基本フレームの雰囲気でお願いします
○,frame_sky_crystal_01,/img/deco_frame/frame_sky_crystal_01.png,ui_frame,shop|inventory|home,スカイクリスタル,1536,768,1536*768,png,high,ホームのモンスター画面に重ねる横長フレーム。中央は広く抜き、外周に青い光と結晶装飾を配置,スカイクリスタルの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1536*768、ホームのモンスター画面にそのまま重ねる横長フレームとして、中央はモンスターが見えるよう広めに抜き、外周に空色の光と透明感のあるクリスタル装飾を配置した爽やかな雰囲気でお願いします
○,frame_rose_charm_01,/img/deco_frame/frame_rose_charm_01.png,ui_frame,shop|inventory|home,ローズチャーム,1536,768,1536*768,png,high,ホームのモンスター画面に重ねる横長フレーム。中央は広く抜き、外周にやさしいピンクと薔薇飾りを配置,ローズチャームの画像の作成をお願いします。GBA風のピクセルアート、1ピクセル単位の輪郭が見えるはっきりしたドット絵、少ない色数、硬めの陰影、記号的で読みやすい形、現代イラスト風ではなくSFC時代のヨッシーアイランドの素材のような完成度でサイズは1536*768、ホームのモンスター画面にそのまま重ねる横長フレームとして、中央はモンスターが見えるよう広めに抜き、外周にやさしいピンクと薔薇飾りを配置した少し華やかな雰囲気でお願いします
